Product Code,Description,Category,Make,Manufacturer,image
2SI/LA1/120,"Amtax Probe Membranes and Electrolyte (3 Membranes, 3 Filling Solution)",Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1120.png
2SI/LA1/121-A,"Wiper Blade (2mm), for UVAS/NITRATAX (1 piece)",Nitratax,Parts,Hach Lange UK Limited,2SILA1121-A.png
2SI/LA1/122,Filtrax Set of 5 pump rollers,Filtrax,Parts,Hach Lange UK Limited,2SILA1122.png
2SI/LA1/123,115v Compressor Filtrax,Filtrax,Parts,Hach Lange UK Limited,2SILA1123.png
2SI/LA1/124,240v Compressor Filtrax,Filtrax,Parts,Hach Lange UK Limited,2SILA1124.png
2SI/LA1/125,Digital extension cable 1m,Hach,Parts,Hach Lange UK Limited,2SILA1125.png
2SI/LA1/128,Phosphax Optical Window,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1128.png
2SI/LA1/129,Seal for Phosphax sc Measuring Unit,Amtax/Phosphax,Parts,Hach,2SILA1129.png
2SI/LA1/133,Amtax Set of filter pads,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1133.png
2SI/LA1/134,Sealing for overflow vessel,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1134.png
2SI/LA1/135,Amtax Blind Plug,Hach,Parts,Hach,2SILA1135.png
2SI/LA1/149,Amtax/Phosphax Tubing 1.6mm (2m) sc-analyzer,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1149.png
2SI/LA1/151,"Hach Geared Motor for Nitratax, Solitax and Sonatax",Nitratax,Parts,Hach Lange UK Limited,2SILA1151.png
2SI/LA1/152,Nitratax Flow Through Unit O-ring,Nitratax,,,2SILA1152.png
2SI/LA1/153,Flash Lamp NITRATAX/UVAS plus probe,Nitratax,Parts,Hach Lange UK Limited,2SILA1153.png
2SI/LA1/155,"Set of Filter, NITRATAX plus/clear",Nitratax,Parts,Hach Lange UK Limited,2SILA1155.png
2SI/LA1/157,Nitratax Flash supply card 1,Nitratax,Parts,Hach Lange UK Limited,2SILA1157.png
2SI/LA1/158,Nitratax Flash supply card 2,Nitratax,Parts,Hach Lange UK Limited,2SILA1158.png
2SI/LA1/162,"Nitratax Standard Solution 25mg/l NO3-N, (500ml)",Reagents,Reagent Kits,Hach,2SILA1162.png
2SI/LA1/163,"Nitratax Standard Solution 100mg/l NO3-N, (500ml)",Reagents,Reagent Kits,Hach,2SILA1163.png
2SI/LA1/164,Solitax Probe Seal Kit,Solitax,Parts,Hach Lange UK Limited,2SILA1164.png
2SI/LA1/173,Amtax/Phosphax Tubing 3.2mm (2m) sc-analyzer,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1173.png
2SI/LA1/174,Amtax/Phosphax Set of Fittings 3.2mm (4 pieces),Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1174.png
2SI/LA1/175,Nitratax Standard Solution 200mg/l NO3-N 500ml,Reagents,Reagent Kits,Hach,2SILA1175.png
2SI/LA1/180,Set of reagents Amtax sc w Std Meas Range 1 (0.02-5mgl),Reagents,Reagent Kits,Hach,2SILA1180.png
2SI/LA1/183,TMS Reinigungs-Set,TMS,Parts,Hach Lange UK Limited,2SILA1183.png
2SI/LA1/184,TMS Magnetic Valve type 125 230v without plug,TMS,Parts,Hach Lange UK Limited,2SILA1184.png
2SI/LA1/185,"Negative pressure gauge -1/0 bar, TMS-C filtration system",TMS,Parts,Hach Lange UK Limited,2SILA1185.png
2SI/LA1/186,"TMS Magnetic valve type125, 115V, without plug",TMS,Parts,Hach Lange UK Limited,2SILA1186.png
2SI/LA1/188,"StablCal solution 20 NTU, 1000 ml",Reagents,Reagent Kits,Hach,2SILA1188.png
2SI/LA1/189-A,"Wiper blade 3/5mm, for UVAS/NITRATAX (1 piece)",Nitratax,Parts,Hach Lange UK Limited,2SILA1189-A.png
2SI/LA1/191,"Analog board Nitratax plus sc, 5mm",Nitratax,Parts,Hach Lange UK Limited,2SILA1191.png
2SI/LA1/192,Nitratax Processor card,Nitratax,Parts,Hach Lange UK Limited,2SILA1192.png
2SI/LA1/196,"Nitratax Analog Board Nitratax, 1mm & 2mm",Nitratax,Parts,Hach Lange UK Limited,2SILA1196.png
2SI/LA1/199,Power Supply 100-240 VAC SC1000/Amtax/Phosphax probe module XMU434,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1199.png
2SI/LA1/200,"TMS Suction pipe, 5m, heated 230V complete",TMS,Parts,Hach Lange UK Limited,2SILA1200.png
2SI/LA1/210,Sc200 Front Panel with Display,SC200,Parts,Hach Lange UK Limited,2SILA1210.png
2SI/LA1/210/R,Refurbished Sc200 Front Panel with Display,Hach,Parts,Hach Lange UK Limited,2SILA1210R.png
2SI/LA1/211,Solitax Analog board,Solitax,Parts,Hach Lange UK Limited,2SILA1211.png
2SI/LA1/212,Filtrax Heater,Filtrax,Parts,Hach,2SILA1212.png
2SI/LA1/214,Sc200 Power Supply Board,Sc200,Parts,Hach Lange UK Limited,2SILA1214.png
2SI/LA1/217,Measuring cell PHOSPHAX sc MR:1-50 mg/l,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1217.png
2SI/LA1/220,Amtax Amplifier Card,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1220.png
2SI/LA1/237,Amtax/Phosphax Set of Fittings 1.6mm (2m) sc-analyzer,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1237.png
2SI/LA1/238,Trigger Socket for Nitratax/UVAS,Nitratax,Parts,Hach Lange UK Limited,2SILA1238.png
2SI/LA1/240,"Analog board UVAS plus sc, 50mm",UVAS,Parts,Hach,2SILA1240.png
2SI/LA1/242,Solitax Power Board,Solitax,Parts,Hach Lange UK Limited,2SILA1242.png
2SI/LA1/244,"Sigma 900 TUBING,SILICONE,15 FT.",Samplers,SIGMA,Hach Lange UK Limited,2SILA1244.png
2SI/LA1/247,Solitax Wiper shaft,Solitax,Parts,Hach,2SILA1247.png
2SI/LA1/249,Solitax Wiper complete,Solitax,Parts,Hach Lange UK Limited,2SILA1249.png
2SI/LA1/253,Replacement TMS compressor 115V,TMS,Parts,Hach Lange UK Limited,2SILA1253.png
2SI/LA1/262,Amtax Replacement Pump Head,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1262.png
2SI/LA1/266,Replacement sensor cap kit for LDOsc (model 2),LDO Probe,Parts,Hach Lange UK Limited,2SILA1266.png
2SI/LA1/268,Valveblock for PHOSPHAX sc incl. valves,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1268.png
2SI/LA1/269,AMTAX reagent pump,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1269.png
2SI/LA1/270,"LED lamp, red FILTRAX spares",Filtrax,Parts,Hach Lange UK Limited,2SILA1270.png
2SI/LA1/271,"LED lamp, green FILTRAX spares",Filtrax,Parts,Hach Lange UK Limited,2SILA1271.png
2SI/LA1/272,Fuses SC1000,SC1000,Parts,Hach Lange UK Limited,2SILA1272.png
2SI/LA1/275,Valve 2/2 ways Amtax/Phospax,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1275.png
2SI/LA1/277,Amtax/Phosphax Heater,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1277.png
2SI/LA1/282,"Set of wiper blades 1mm, for UVAS/NITRATAX (1 piece)",Nitratax,Parts,Hach Lange UK Limited,2SILA1282.png
2SI/LA1/283,"TMS Service kit pump head, incl. check valve, o-ring & membrane",TMS,Parts,Hach Lange UK Limited,2SILA1283.png
2SI/LA1/287,Reagent Kit for Amtax (0-100mg/L),Reagents,Reagent Kits,Hach,2SILA1287.png
2SI/LA1/288,"sc-extension cable 50m for, sc200/sc1000",Hach,Parts,Hach Lange UK Limited,2SILA1288.png
2SI/LA1/291,"LED Block PHOSPHAX sc 1,0-50 mg/L",Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1291.png
2SI/LA1/292,Salt Bridge for Hach pH Probe (Beige),Hach pH,Parts,Hach Lange UK Limited,2SILA1292.png
2SI/LA1/293,Differential pH/ORP Standard Cell Buffer Solution Neutral pH,Hach,Parts,Hach,2SILA1293.png
2SI/LA1/294,Filtrax Membrane Keyboard,Filtrax,Parts,Hach Lange UK Limited,2SILA1294.png
2SI/LA1/295,Amtax/Phosphax Main Board,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1295.png
2SI/LA1/298,"Main Cable for Solitax, Nitratax and Sonatax",Solitax,Parts,Hach Lange UK Limited,2SILA1298.png
2SI/LA1/302,Redox Salt Bridge (Black),Hach pH,Parts,Hach Lange UK Limited,2SILA1302.png
2SI/LA1/304,Set of Seals for AMTAX sc (3 O-rings),Amtax/Phosphax,Parts,Hach,2SILA1304.png
2SI/LA1/305,T-Fitting 4/6mm Amtax,Amtax/Phosphax,Parts,Hach,2SILA1305.png
2SI/LA1/306,Fitting for Tubing 4/6mm,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1306.png
2SI/LA1/307,Sealing for Block Amtax,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1307.png
2SI/LA1/311,Replacement TMS compressor 230V for TMS outdoor compressor,TMS,Parts,Hach Lange UK Limited,2SILA1311.png
2SI/LA1/312,Valveblock for AMTAX sc icl. Valves all ranges,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1312.png
2SI/LA1/314,Filtrax Power supply,Filtrax,Parts,Hach Lange UK Limited,2SILA1314.png
2SI/LA1/315,Check valve - Non Return Valve for continuous mode operation,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1315.png
2SI/LA1/325,"Air valve 2/2-way, for FILTRAX",Filtrax,Parts,Hach Lange UK Limited,2SILA1325.png
2SI/LA1/334,Delivery hose 2m 115V for FILTRAX,Filtrax,Parts,Hach Lange UK Limited,2SILA1334.png
2SI/LA1/336,Delivery hose Heated 2m 230V for FILTRAX,Filtrax,Parts,Hach Lange UK Limited,2SILA1336.png
2SI/LA1/338,TMS Magnetic valve plug with illuminating diode,TMS,Parts,Hach Lange UK Limited,2SILA1338.png
2SI/LA1/339,TMS Valve block complete w.valve a.plug connector (w/0 plug) 115,TMS,Parts,Hach Lange UK Limited,2SILA1339.png
2SI/LA1/343,Sonatax Main Board (Complete with Motor),Sonatax,Parts,Hach Lange UK Limited,2SILA1343.png
2SI/LA1/344,Sonatax Light Barrier Board,Sonatax,Parts,Hach Lange UK Limited,2SILA1344.png
2SI/LA1/345,Sonatax O-ring 146 x4.5 NBR,Sonatax,Parts,Hach Lange UK Limited,2SILA1345.png
2SI/LA1/346,Sonatax Flat Seal 5.5x9x2,Sonatax,Parts,Hach Lange UK Limited,2SILA1346.png
2SI/LA1/347-A,Set of Wiper Blades for Sonatax (1 Piece),Sonatax,Parts,Hach,2SILA1347-A.png
2SI/LA1/348,Measuring cell AMTAX sc all ranges,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1348.png
2SI/LA1/351,Solenoid stirring stick,Hach,Parts,Hach,2SILA1351.png
2SI/LA1/353,Filtrax Pump head 2 channels with 5 rolls,Filtrax,Parts,Hach Lange UK Limited,2SILA1353.png
2SI/LA1/357,Motor coupling complete with wiper drive for Sonatax sc,Sonatax,Parts,Hach Lange UK Limited,2SILA1357.png
2SI/LA1/358,Sonatax Wiper Arm,Sonatax,Parts,Hach Lange UK Limited,2SILA1358.png
2SI/LA1/359,Guidance Screw (to arret the wiper arm) Sonatax,Sonatax,Parts,Hach Lange UK Limited,2SILA1359.png
2SI/LA1/360,Light Stick Sonatax,Sonatax,Parts,Hach,2SILA1360.png
2SI/LA1/361,Housing bottom complete (with transducer & Pt100) Sonatax,Sonatax,Parts,Hach Lange UK Limited,2SILA1361.png
2SI/LA1/368,"TMS Suction pipe, 5m , heated, 115V, complete",TMS,Parts,Hach Lange UK Limited,2SILA1368.png
2SI/LA1/369,"Amtax/Phosphax Heated drain/connecting hose 2m, 230V",Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1369.png
2SI/LA1/371,TMS Pump 230v,TMS,Parts,Hach Lange UK Limited,2SILA1371.png
2SI/LA1/372,TMS Pump 115v,TMS,Parts,Hach Lange UK Limited,2SILA1372.png
2SI/LA1/375,"Wiper holder 5mm for NITRATAXplus/c, and UVASplus/clear",Nitratax,Parts,Hach Lange UK Limited,2SILA1375.png
2SI/LA1/377,Light barrier card Nitratax,Nitratax,Parts,Hach Lange UK Limited,2SILA1377.png
2SI/LA1/380,"Amtax/Phosphax Heated drain/connecting hose 2m, 115V",Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1380.png
2SI/LA1/383,FILTRAX fitting 90�,Filtrax,Parts,Hach,2SILA1383.png
2SI/LA1/384,"Filtrax Suction pipe, 8m , heated, 115V, complete",Filtrax,Parts,Hach Lange UK Limited,2SILA1384.png
2SI/LA1/395,Amtax valve 3/2 ways,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1395.png
2SI/LA1/398,TMS overflow vessel,TMS,Parts,Hach Lange UK Limited,2SILA1398.png
2SI/LA1/399,Photometer for FILTRAX,Filtrax,Parts,Hach Lange UK Limited,2SILA1399.png
2SI/LA1/401,90 degree elbow for overflow Amtax/Phosphax,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1401.png
2SI/LA1/406,Filtrax LED Cable,Hach,Parts,Hach,2SILA1406.png
2SI/LA1/446,"1/8"" Tubing Connector for Filtrax",Filtrax,Parts,Hach,2SILA1446.png
2SI/LA1/455,Sc200 Controller Keypad,SC200,Parts,Hach,2SILA1455.png
2SI/LA1/457,TMS 4mm Tee Push Fit Connector,TMS,Parts,Hach,2SILA1457.png
2SI/LA1/458,TMS 4mm Push Fit Straight,TMS,Parts,Hach,2SILA1458.png
2SI/LA1/459,TMS 4mm Push Fit Elbow,TMS,Parts,Hach Lange UK Limited,2SILA1459.png
2SI/LA1/460,Solitax 90 Degree Elbow,Mounting,Hach,Hach,2SILA1460.png
2SI/LA1/461,AMTAX pressure sensor,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1461.png
2SI/LA1/467,"Dilution water, organic free, 500mL",Reagents,Reagent Kits,Hach,2SILA1467.png
2SI/LA1/474,Airfilter for Amtax sc valve block,Amtax/Phosphax,Parts,Hach,2SILA1474.png
2SI/LA1/484,"Amtax FAN, INCOMING AIR",Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1484.png
2SI/LA1/485,"Amtax FAN, AIR CIRCULATION",Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1485.png
2SI/LA1/491,Phosphax sc LR Reagent Set A&B (0.015-2 mg/L),Reagents,Reagent Kits,Hach,2SILA1491.png
2SI/LA1/492,Phosphax sc LR Standard Solution (0.015-2mg/L),Reagents,Reagent Kits,Hach,2SILA1492.png
2SI/LA1/493,Phosphax sc LR Cleaning Solution (0.015-2mg/L),Hach,Reagent Kits,Hach,2SILA1493.png
2SI/LA1/511,Phosphax sc LR Reagent A (0.015-2mg/L),Reagents,Reagent Kits,Hach,2SILA1511.png
2SI/LA1/512,Phosphax sc LR Reagent B (0.015-2mg/L),Reagents,Reagent Kits,Hach,2SILA1512.png
2SI/LA1/519,Pinchvalve TP/SPB3 for 1027 sampler,Samplers,Parts,Hach Lange UK Limited,2SILA1519.png
2SI/LA1/523,"TUBING SET 002, 1YEAR OPERATION",VFA,Parts,Hach Lange UK Limited,2SILA1523.png
2SI/LA1/524,EPDM DUCKBILL FOR MICROPUMP 50ML (2PCS),VFA,Parts,Hach Lange UK Limited,2SILA1524.png
2SI/LA1/529,Amtax/Phosphax door gasket,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1529.png
2SI/LA1/537,Replace Kit QV/VS Sp5,Samplers,Parts,Hach Lange UK Limited,2SILA1537.png
2SI/LA1/538,Membrane Compressor 19127-828 komplett 12V DC,Samplers,Parts,Hach Lange UK Limited,2SILA1538.png
2SI/LA1/541,"Heater with Intergrated blower 230V, 100W",TMS,Parts,Hach Lange UK Limited,2SILA1541.png
2SI/LA1/542,"Heater with Intergrated Blower 115V, !00W",TMS,Parts,Hach Lange UK Limited,2SILA1542.png
2SI/LA1/550,Compressor without tank / 230V / fo r TMS-C system,TMS,Parts,Hach Lange UK Limited,2SILA1550.png
2SI/LA1/551,Compressor without tank / 115V / fo r TMS-C system,TMS,Parts,Hach Lange UK Limited,2SILA1551.png
2SI/LA1/560,"Combined pH sensor with PT1000, �"" convertible, PPS body",,,,2SILA1560.png
2SI/LA1/564,Filtrax Display Module,Hach,Parts,Hach,2SILA1564.png
2SI/LA1/565,pH Sensor Guard (for 2SI/LA1/102),Mounting,Hach pH,Hach Lange UK Limited,2SILA1565.png
2SI/LA1/566,Conductivity Standard Solution 1413 250ml,Hach,Reagent Kits,Hach,2SILA1566.png
2SI/LA1/567,Concentrated pH 7.0 Buffer 500ML,Hach,Reagent Kits,Hach,2SILA1567.png
2SI/LA1/570,pH Probe with flat glass,Hach pH,,,2SILA1570.png
2SI/LA1/572,Screw cap set - Amtax sc,Hach,,,2SILA1572.png
2SI/LA1/573,Connector temperature sensor,Hach,,,2SILA1573.png
2SI/LA1/574,TMS Pressure reducer (4 bar) incl. hose connectors,Hach,,Hach,2SILA1574.png
2SI/LA1/575,Filtrax Processor Board,Hach,,Hach,2SILA1575.png
2SI/LA1/577,"Glass Rod Secondary Turbidity Standard #0.1 NTU FOR TU5200, TU5400SC LASER Turbidimeters, with RFID",Hach,,Hach,2SILA1577.png
2SI/LA1/578,"Stablcal Primary Standards Set with RFID (10 NTU, 20 NTU,600 NTU",Hach,,Hach,2SILA1578.png
2SI/LA1/579,Replacement Vial for TU5300sc and TU5400sc Online Laser Turbidimeter,Hach,,Hach,2SILA1579.png
2SI/LA1/580,Maintenance Kit for TU5300sc and TU5400sc LASER Turbidimeter,Hach,,Hach,2SILA1580.png
2SI/LA1/583,"Presure reducer, 4.0 bar fixed set",Hach,,,2SILA1583.png
2SI/LA1/584,Filtrax Processor Board,Hach,,,2SILA1584.png
2SI/LA1/585,Phosphax Low Range LED,Hach,,,2SILA1585.png
2SI/LA1/586,Filtrax Low Range PCB for Photometer,Hach,,,2SILA1586.png
2SI/LA1/587,"Nitrate Std 15,0 mg/L NO3 NT3100sc",Reagents,Reagent Kits,Hach,2SILA1587.png
2SI/LA1/588,ORP Reference Solution 600mV,Reagents,Reagent Kits,Hach,2SILA1588.png
2SI/LA1/589,"Nitrate Reagent Powder Pillows, 0.3-30mg/L NO3-N",Hach,Reagent (individual),Hach,2SILA1589.png
2SI/LA1/591,"200MV ORP SOLN, 500ML Digital Differential ORP Chemistry/Reagents",Reagents,,,2SILA1591.png
2SI/LA1/592,TMS-C One way valve IN,TMS,,,2SILA1592.png
2SI/LTH/002,S400-GT33H-N20FF PROCESS PROBE,LTH,LTH,LTH Electronics,2SILTH002.png
2SI/LTH/005,BPD17 IP66 Surface Mount pH/Redox Instrument 90-265v,LTH,LTH,LTH Electronics,2SILTH005.png
2SI/LTH/006,S400/1200mm PVC-U Process Probe Dip Tube,LTH,Mounting,LTH Electronics,2SILTH006.png
2SI/LTH/007,"MXD75LV2 18-36v KESTREL 1x7524, 2x2002, 1x7034, 1x7501",LTH,Mounting,LTH Electronics,2SILTH007.png
2SI/LTH/008,S400/600mm PVC- U Process Probe Dip Tube,LTH,Mounting,LTH Electronics,2SILTH008.png
2SI/LTH/009,"1"" PVC ADJUSTABLE DIP FLANGE A5292 127/080,127/099,406/018",LTH,Mounting,LTH Electronics,2SILTH009.png
2SI/LTH/010,MXD73 IP66 Panel Mount Base Instrument 85-265V,LTH,LTH,LTH Electronics,2SILTH010.png
2SI/LTH/011,MXD70 Series pH/Redox Input Card Sensortalk,LTH,Parts,LTH Electronics,2SILTH011.png
2SI/LTH/012,MXD75 IP66 Surface Mount 85-265V 1x4-20mA & 2x Replay O/P,LTH,Parts,LTH Electronics,2SILTH012.png
2SI/LTH/013,MXD75 IP66 Surface Mount 24V,LTH,Parts,LTH Electronics,2SILTH013.png
2SI/LTH/015,SP100-4330-DH pH ELECTRODE 12mm POLYMER (Broadley James),LTH,LTH,LTH Electronics,2SILTH015.png
2SI/LTH/016,CLSCH/1M/TAGS 1 mtr CONNECTION CABLE,LTH,Parts,LTH Electronics,2SILTH016.png
2SI/LTH/017,S400/3000mm PVC- U Process Probe Dip Tube,LTH,Mounting,LTH Electronics,2SILTH017.png
2SI/LTH/018,BPD17A Advanced IP66 surface mount pH/Redox monitor 90-265v,LTH,LTH,LTH Electronics,2SILTH018.png
2SI/LTH/019,pH Sensor PT1000 TC Flat Bulb (25m Cable),LTH,Parts,LTH Electronics,2SILTH019.png
2SI/LTH/020,BED17 IP66 Surface mount Electrodeless Conductivity monitor,LTH,LTH,LTH Electronics,2SILTH020.png
2SI/LTH/021,ECS22T 1200 mm Dip Conductivity sensor,LTH,LTH,LTH Electronics,2SILTH021.png
2SI/LTH/022,BPD17LVA Advanced IP66 pH/Redox Instrument 12-30V,LTH,LTH,LTH Electronics,2SILTH022.png
2SI/LTH/023,GT135-B120-PT1000-VP6 pH Sensor,LTH,LTH,LTH Electronics,2SILTH023.png
2SI/LTH/024,10m VP6 Sensor Cable,LTH,Parts,LTH Electronics,2SILTH024.png
2SI/LTH/025,PME22 1200mm PVC-U Dip Holder,LTH,Mounting,LTH Electronics,2SILTH025.png
2SI/LTH/027,MXD75 Series Expansion kit,LTH,,,2SILTH027.png
2SI/LTH/028,S400/2000mm PVCDip Tube,pH,,,2SILTH028.png
2SI/LTH/029,20m VP6 Sensor Cable,LTH,Parts,LTH Electronics,2SILTH029.png
2SI/LTH/030,"PME20 Instertion PVC holder 0.75""BSP",LTH,Mounting,LTH Electronics,2SILTH030.png
2SI/LTH/031,PME22 600mm PVC-U Dip Holder,LTH,Mounting,LTH Electronics,2SILTH031.png
2SI/LTH/032,S400/2100mm PVC-U Process Probe Dip Tube,LTH,Mounting,LTH Electronics,2SILTH032.png
2SI/LTH/033,PME22 2000mm PVC-U Dip Holder,LTH,Mounting,LTH Electronics,2SILTH033.png
2SI/LTH/034,"S400-GT53H-N33FF 0.75"" NPT HF",pH,LTH,LTH Electronics,2SILTH034.png
2SI/LTH/035,MXD70 Output Expansion Card Additional 3 x 4-20mA & 4 relays,LTH,,,2SILTH035.png
2SI/LTH/036,"S410-RT170-M25BT flat faced pH sensor, 7.62mm BNC connection",pH,,,2SILTH036.png
2SI/LTH/037,"S400-RTPB0-M20BNC 0.75""NPT Thread Redox Probe 6m 114/020BNC",pH,,,2SILTH037.png
2SI/LTH/038,P14/BNC/GAITER pH Electrode with 1m cable,pH,,,2SILTH038.png
2SI/MET/002,"Additional reagent pump,incl.teflon tubing",Metrohm,Parts,Metrohm U.K Ltd,2SIMET002.png
2SI/MET/003,Pinch drain valve 24 Vdc,Metrohm,Valves,Metrohm U.K Ltd,2SIMET003.png
2SI/MI1/002,"VSJ10 - SS Pipe Mounting Band for 10""/250mm ID Pipes",Micronics,Mounting,Micronics Ltd,2SIMI1002.png
2SI/MI2/001,Standard submersible Velocity/Level Sensor 316SS - 15m cable,Micronics,Micronics,Micronics Ltd,2SIMI2001.png
2SI/MI2/002,"SS Pipe Mounting Banf for 12""/300mm Pipe",Micronics,Mounting,Micronics Ltd,2SIMI2002.png
2SI/MI2/003,UF AV5500 Area Velocity Flow Meter,Micronics,Micronics,Micronics Ltd,2SIMI2003.png
2SI/MI2/004,UF AV5500 Area Velocity Flow Meter w/ 30m cable,Micronics,Micronics,Micronics Ltd,2SIMI2004.png
2SI/MI2/005,UF AV5500 Area Velocity Flow meter w/7.6m cable,Micronics,Micronics,Micronics Ltd,2SIMI2005.png
2SI/MI2/006,Sensor cable junction box,Micronics,Parts,Micronics Ltd,2SIMI2006.png
2SI/MI2/007,Sensor Cable (price per m),Micronics,Parts,Micronics Ltd,2SIMI2007.png
2SI/MI2/008,Micronics Standard Submersible Velocity/ Level Sensor 7.6m,Micronics,Micronics,Micronics Ltd,2SIMI2008.png
2SI/NEW/001,Filoseal+ 75mm-125mm Duct Sealing System,Other,Sealing,,2SINEW001.png
2SI/NEW/002,Filoseal+ 150mm-200mm Duct Sealing System,Other,Sealing,Filoform UK Ltd,2SINEW002.png
2SI/NIV/007,Nivus Flow Velocity Sensor,Flow,,,2SINIV007.png
2SI/OB1/001,"1""  Green Suction/Delivery Hose 6m Reel",Pipework/Hose,,,2SIOB1001.png
2SI/OB1/009,"1"" Green Suction/Delivery Hose 30m Reel",Pipework/Hose,Green Hose,Obart Pumps Limited,2SIOB1009.png
2SI/OB1/010,"1 1/4"" Green Suction/Delivery Hose 30m Reel",Pipework/Hose,Green Hose,Obart Pumps Limited,2SIOB1010.png
2SI/OB1/011,"2"" Green Suction/Delivery Hose 30m Reel",Pipework/Hose,Green Hose,Obart Pumps Limited,2SIOB1011.png
2SI/OB1/012,"3/4"" Green Suction/Delivery Hose 30m Reel",Pipework/Hose,Green Hose,Obart Pumps Limited,2SIOB1012.png
2SI/OBA/000,LB480 Tsurumi Pump 230V (no float switch),Pumps,Tsurumi,Obart Pumps Limited,2SIOBA000.png
2SI/OBA/001,Tsurumi  Puddlesucker Pump 230V (No Float Switch),Pumps,Tsurumi,Obart Pumps Limited,2SIOBA001.png
2SI/OBA/002,"1"" Connector for Tsurumi Pumps (Black)",Pumps,Tsurumi,Obart Pumps Limited,2SIOBA002.png
2SI/OBA/003,LB800 Tsurumi Pump 230V (No Float Switch),Pumps,Tsurumi,Obart Pumps Limited,2SIOBA003.png
2SI/OBA/004,LB480 Tsarumi Pump 110V (No Float Switch),Pumps,Tsurumi,Obart Pumps Limited,2SIOBA004.png
2SI/OBA/006,LB480 Tsurumi Pump 230V (With Float Switch),Pumps,Tsurumi,Obart Pumps Limited,2SIOBA006.png
2SI/OBA/007,LB800 Tsurumi 230V (With Float Switch),Pumps,Tsurumi,Obart Pumps Limited,2SIOBA007.png
2SI/OBA/012,"Foot Valves with 1"" Strainer",Pipework/Hose,Fitting,Obart Pumps Limited,2SIOBA012.png
2SI/OBA/016,30m cable suitable for the 230v Puddlesucker,Pumps,Tsurumi,Obart Pumps Limited,2SIOBA016.png
2SI/OBA/017,"1"" Cap and Tail Alloy",Other,Parts,Obart Pumps Limited,2SIOBA017.png
2SI/OBA/018,LB800 Tsurumi 110V (No Float Switch),Pumps,Tsurumi,Obart Pumps Limited,2SIOBA018.png
2SI/OBA/022,LB480 Tsurumi Pump 110V (With Float Switch),Pumps,Tsurumi,Obart Pumps Limited,2SIOBA022.png
2SI/OBA/024,LB480 230v Auto Tsarumi with float switch,Pumps,Pump,Obart Pumps Limited,2SIOBA024.png
2SI/PA1/001,"Micromac ULFRHT, Pump Tube, STA-M1-3-06",Partech,,,2SIPA1001.png
2SI/PA1/002,Micromac Carbis Filter 33 mm o.d x 25 mm i.d x100mm Long (100 Micron),Partech,,,2SIPA1002.png
2SI/PA1/006,Seal Service Pack - TT2000 Nitrile,Partech,Parts,Partech (Electronics) Limited,2SIPA1006.png
2SI/PA1/011,H Section from Seal Kit (Black Seals),Partech,Parts,Partech (Electronics) Limited,2SIPA1011.png
2SI/PA1/012,Wiper from Seal Kit (Yellow Seals),Partech,Parts,Partech (Electronics) Limited,2SIPA1012.png
2SI/PA1/016,Partech Flowcell FC8 -Turbi-Tech 2000LS/TurbiTechw LS Sensor,Instrument,Partech,Partech (Electronics) Limited,2SIPA1016.png
2SI/PA1/033,MicroMac Pump Tube,Partech,Micromac,Partech (Electronics) Limited,2SIPA1033.png
2SI/PA1/034,Autoclude 4.8mm M500 Autoprene Pump Tube Ass,Partech,Micromac,Partech (Electronics) Limited,2SIPA1034.png
2SI/PA1/035,Autoclude Rotor Assembly for M500 Pumps,Partech,Micromac,Partech (Electronics) Limited,2SIPA1035.png
