Product Code,Description,Category,Make,Manufacturer,image
2SI/CG1/000,M10 Minature Cable Gland (2-5mm) (ordered in pack of 100),Workshop Parts,Glands,Cable Glands UK Limited,2SICG1000.png
2SI/CG1/001,SW20 White nylon washer (Bought in 100's),Workshop Parts,Washers,Cable Glands UK Limited,2SICG1001.png
2SI/CG1/002,SW16 White nylon washer (Bought in 100's),Workshop Parts,Washers,Cable Glands UK Limited,2SICG1002.png
2SI/CHA/000,230v Calpeda Pump (Phos Bronze),Pumps,Channel Island,Channel Pumps Ltd,2SICHA000.png
2SI/CHA/001,"Foot Valves For Calpeda Pumps 1""",Pumps,Channel Island,Channel Pumps Ltd,2SICHA001.png
2SI/CHA/005,115v version of the Phos bronze pump (240-1-50,Pumps,Channel Island,Channel Pumps Ltd,2SICHA005.png
2SI/CHE/002,Conductivity Standard - 1000 uS (1L),Reagents,Standards & Buffers,Process Measurement and Analysis Limited,2SICHE002.png
2SI/CHE/010,10pH Coloured Buffer Solution 2.5 Litre,Reagents,Reagent Kits,Process Measurement and Analysis Limited,2SICHE010.png
2SI/CO1/003,MS Mono Pump - 240v 50Hz,Pumps,Mono,Cougar Industries Limited,2SICO1003.png
2SI/CO1/004,MS Mono Pump - 110V 50Hz,Pumps,Mono,Cougar Industries Limited,2SICO1004.png
2SI/CP1/020,"Masterflex platinum-cured silicone tubing, L/S 15, 25 ft",Pumps,Tubing,Cole-Parmer Instrument Co Limited,2SICP1020.png
2SI/CP1/022,"Masterflex L/S fixed-speed drive, 20 rpm, 115 VAC",Pumps,Peri-pump,Cole-Parmer Instrument Co Limited,2SICP1022.png
2SI/CP1/027,"Masterflex L/S Norprene Tubing A 60 G, L/S 24, 50 ft",Pumps,Tubing,Cole-Parmer Instrument Co Limited,2SICP1027.png
2SI/CP1/028,"Masterflex L/S Tygon Fuel & Lubricant Tubing F-4040-A, L/S 1",Pumps,Tubing,Cole-Parmer Instrument Co Limited,2SICP1028.png
2SI/CP1/029,"Sartorius 6965542 Disposable Aluminum Sample Pans, 90 mm, 80",Sartorius,Parts,Cole-Parmer Instrument Co Limited,2SICP1029.png
2SI/CP1/030,"Masterflex Transfer Tubing, PTFE, 3/16"" ID x 1/4"" OD; 25 ft",Pumps,Tubing,Cole-Parmer Instrument Co Limited,2SICP1030.png
2SI/CP1/031,Small perri tube for pHoenix monitor (25 ft),Phoenix,Parts,Cole-Parmer Instrument Co Limited,2SICP1031.png
2SI/CP1/032,Large perri tube for pHoenix monitor (25 ft),Phoenix,Parts,Cole-Parmer Instrument Co Limited,2SICP1032.png
2SI/CP1/033,Masterflex L/S Std Pump head w' Long shaft L/S 13,Phoenix,Parts,VWR International BVBA,2SICP1033.png
2SI/CP1/034,Masterflex L/S Std Pump head w' long shaft L/S 15,Phoenix,Parts,VWR International BVBA,2SICP1034.png
2SI/CP1/035,Standard Pump Head for High-Performance Precision Tubing LS,Pumps,,,2SICP1035.png
2SI/CR1/002,Walker Crossweller Roll 0-2.0,Ultrasonics,,Nissha Medical Technologies Ltd,2SICR1002.png
2SI/CR1/003,Arkon Blue Pen - Pack of 5,Ultrasonics,,Nissha Medical Technologies Ltd,2SICR1003.png
2SI/CRO/000/1,Stainless Steel Filter Insert for Catchpot,Build Parts,,Croft Filters,
2SI/DG1/001,100 Micron Stainless Steel Filter for CLEANING SYSTEM,Filters,Filters,D & G Filters Ltd,2SIDG1001.png
2SI/DU2/000,Stainless Steel Pump Basket,Pumps,Ancillaries,Dutton Engineering (Woodside) Ltd,2SIDU2000.png
2SI/EB1/000,Rope Splicing kit (CONTAINING 2),Pumps,Pump Ropes,ENGLISH BRAIDS LTD,2SIEB1000.png
2SI/EB1/001,10mm Braid on Braid Marine grade rope Yellow/Black (per metre),Pumps,Pump Ropes,ENGLISH BRAIDS LTD,2SIEB1001.png
2SI/EB1/002,10mm Braid on Braid Marine grade rope S/Beige (per metre),Pumps,Pump Ropes,ENGLISH BRAIDS LTD,2SIEB1002.png
2SI/EB1/003,10mm Braid on Braid Marine grade rope Navy (per metre),Pumps,Pump Ropes,ENGLISH BRAIDS LTD,2SIEB1003.png
2SI/ED1/001,STIP pH Probe,STIP,Parts,EDT Direct Ion Ltd,2SIED1001.png
2SI/ED1/002,STIP Ammonia Probe,STIP,Parts,EDT Direct Ion Ltd,2SIED1002.png
2SI/ED1/003,Ammonia Membrane Kit comprising Three Membranes and I bottle,STIP,Other,ABB,2SIED1003.png
2SI/EDT/01,Ammonium Solid State Half Cell ISE Sonde,,,EDT Direct Ion Ltd,2SIEDT01.png
2SI/EDT/02,Potassium Solid State Half Cell ISE Sonde ADAPTER/S8 CAP,,,EDT Direct Ion Ltd,2SIEDT02.png
2SI/EDT/03,Solid State Reference Sonde Adapter/S8 Cap,,,EDT Direct Ion Ltd,2SIEDT03.png
2SI/EH1/010,Orbisint CPS11D Memosens CPS11D-7AA21,Instrument,Endress,Endress & Hauser (UK),2SIEH1010.png
2SI/EH1/011,Orbisint CPS11D Memosens CPS11D-7BA21,Instrument,Endress,Endress & Hauser (UK),2SIEH1011.png
2SI/EH1/035,Orbisint CPS11D Memosens CPS11D-7BA2C,Instrument,Endress,Endress & Hauser (UK),2SIEH1035.png
2SI/EH1/037,"Sensor cap, COS61,COS61D, 1 piece",Endress,Parts,Endress & Hauser (UK),2SIEH1037.png
2SI/EH1/045,Oxymax COS61D Dissolved oxygen sensor; optical,Instrument,Endress,Endress & Hauser (UK),2SIEH1045.png
2SI/EH1/048,Orbipac CPF81D Memosens,Instrument,Endress,Endress & Hauser (UK),2SIEH1048.png
2SI/EH1/049,Measuring cable CYK11 Memosens CYK11-AA05AC,Endress,Parts,Endress & Hauser (UK),2SIEH1049.png
2SI/EH1/050,Kit CM44x: Cover complete with display,Endress,Parts,Endress & Hauser (UK),2SIEH1050.png
2SI/EH1/051,Upgrade Kit: Modul 485 + Profibus DP,Endress,Parts,Endress & Hauser (UK),2SIEH1051.png
2SI/EH1/052,XPC0009-2MG Nameplate Replacement,Endress,Parts,Endress & Hauser (UK),2SIEH1052.png
2SI/EH1/053,Redox Kit CPM2x3 Central module I2,Endress,Parts,Endress & Hauser (UK),2SIEH1053.png
2SI/EH1/054,pH Kit CPM2X3 Central module I1,Endress,Parts,Endress & Hauser (UK),2SIEH1054.png
2SI/EH1/055,Dissolved Oxygen Kit COM2x3 Central module I1,Endress,Parts,Endress & Hauser (UK),2SIEH1055.png
2SI/EH1/056,Kit CSF48: 2 x relay + set of cables,Endress,Parts,Endress & Hauser (UK),2SIEH1056.png
2SI/EH1/057,CXM253 Housing Cover,Endress,Parts,Endress & Hauser (UK),2SIEH1057.png
2SI/EH1/058,CM442-2EV0/0 Liquiline,Instrument,Endress,Endress & Hauser (UK),2SIEH1058.png
2SI/EH1/059,Orbisint CPS11D Memosens CPS11D-7BT21,Instrument,Endress,Endress & Hauser (UK),2SIEH1059.png
2SI/EH1/060,Sensor cable CYK10 Memosens 10 metre,Endress,Parts,Endress & Hauser (UK),2SIEH1060.png
2SI/EH1/061,Cleanfit W insertion hardware,Endress,Parts,Endress & Hauser (UK),2SIEH1061.png
2SI/EH1/062,Kit CSF48: Acryl dosing chamber,Endress,Parts,Endress & Hauser (UK),2SIEH1062.png
2SI/EH1/063,Liquiline CM442-AAM2A2F060A,Instrument,Endress,Endress & Hauser (UK),2SIEH1063.png
2SI/EH1/064,Orbisint CPS11 pH Electrode PTFE CPS11 - 1AT2GSA,Instrument,Endress,Endress & Hauser (UK),2SIEH1064.png
2SI/EH1/065,Measuring cable CPK9 5m,Endress,Parts,Endress & Hauser (UK),2SIEH1065.png
2SI/EH1/066,Dipfit W CPA111 Immersion assembly (bajonet),pH,Parts,Endress & Hauser (UK),2SIEH1066.png
2SI/EH1/071,Memosens pH sensor CPS11E,Instrument,Endress,Endress & Hauser (UK),2SIEH1071.png
2SI/EH1/072,CYK10 Memosens Cable,pH,Endress+Hauser,Endress & Hauser (UK),2SIEH1072.png
2SI/EH1/075,Flange Dosing Unit Conductive (for a CSF33 Sampler),Samplers,Parts,Endress & Hauser (UK),2SIEH1075.png
2SI/EH1/076,Orbisint CPS11E Memosens CPS11E - AA7BAA2,Instrument,Endress,Endress & Hauser (UK),2SIEH1076.png
2SI/EH1/077,Memosens CPS 11E,Instrument,Endress,Endress & Hauser (UK),2SIEH1077.png
2SI/EH1/082,Orbisint CPS11E Memosens pH Probe,pH,Endress+Hauser,Endress & Hauser (UK),2SIEH1082.png
2SI/EH1/083,CSV18-E2AB Maintenance Kit Sampler,Samplers,,,2SIEH1083.png
2SI/EH1/084,Liquiline M CM42 Transmitter,pH,,Endress & Hauser (UK),2SIEH1084.png
2SI/EH1/085,Kit CSF48 Airmanager complete,Sampler,Endress+Hauser,Endress & Hauser (UK),2SIEH1085.png
2SI/EH1/086,KIT CPA111 Sealing Set EPDM,pH,Endress+Hauser,Endress & Hauser (UK),2SIEH1086.png
2SI/EH1/087,Maintenance Kit Sampler CSV18,Sampler,,Endress & Hauser (UK),2SIEH1087.png
2SI/EH1/088,Flexdip CYA112-1587/0 Immersion Assembly,pH,Endress+Hauser,Endress & Hauser (UK),2SIEH1088.png
2SI/EH1/089,Liquiline CM442 - 2H57/0,Instrument,Endress+Hauser,Endress & Hauser (UK),2SIEH1089.png
2SI/EH1/090,Turbimax CUS51D,Endress,,,2SIEH1090.png
2SI/EH1/091,Memosens CPS12E,Endress,,,2SIEH1091.png
2SI/EH1/092,COV61 maintenance kits COS61/COS61x,Endress,,,2SIEH1092.png
2SI/EH1/093,COV61 maintenance kits COS61/COS61x,Endress,,,2SIEH1093.png
2SI/EN1/009,STIP Buoy Tool,STIP,Parts,Envitech Limited,2SIEN1009.png
2SI/EN1/021,"Cap for empty tank, red (inc. O'Ring)",STIP,Parts,Envitech Limited,2SIEN1021.png
2SI/EN1/022,"Cap for empty tank, black (inc. O'Ring)",STIP,Parts,Envitech Limited,2SIEN1022.png
2SI/EN1/026,Control board PBS1 (NH4-N),STIP,Parts,Envitech Limited,2SIEN1026.png
2SI/EN1/026/R,Refurbished Control Board PBS1,STIP,,Envitech Limited,2SIEN1026R.png
2SI/EN1/028/R,Repaired STIP CPU Card,STIP,Parts,Envitech Limited,2SIEN1028R.png
2SI/EN1/047/R,Refurbished I/O Card,STIP,,,2SIEN1047R.png
2SI/EN1/052,STIP LCD Display Only,STIP,Parts,Envitech Limited,2SIEN1052.png
2SI/EN1/054,STIP Compressor 110v,STIP,Parts,Envitech Limited,2SIEN1054.png
2SI/EN1/056,Mixer holding fixture for 24V motor,STIP,Parts,Envitech Limited,2SIEN1056.png
2SI/EN1/068,Power supply 115V 50cps/60cps 24V/5V DC,STIP,Parts,Envitech Limited,2SIEN1068.png
2SI/EN1/068/R,Refurbished STIP Power Supply 110v,STIP,,,2SIEN1068R.png
2SI/EN1/069,Power supply 230V 50cps/60cps 24V/5V DC,STIP,Parts,Envitech Limited,2SIEN1069.png
2SI/EN1/069/R,Refurbished STIP Power Supply 230v,STIP,Parts,Envitech Limited,
2SI/EN1/081,"Sleeve for NH3 electrode (Black, No O-ring included)",STIP,Parts,Envitech Limited,2SIEN1081.png
2SI/EN1/083,"Sleeve for pH electrode (Red, No O-ring included)",STIP,Parts,Envitech Limited,2SIEN1083.png
2SI/EN1/087,STIP Stirrer Motor,STIP,Parts,Envitech Limited,2SIEN1087.png
2SI/EN1/099,STIP Chemical Extraction Kit,STIP,Parts,Envitech Limited,2SIEN1099.png
2SI/EN1/100,STIP Compressor 230v,STIP,Parts,Envitech Limited,2SIEN1100.png
2SI/EN1/108,STIP Stirrer Paddle,STIP,Parts,Envitech Limited,2SIEN1108.png
2SI/EN1/109,STIP Stirrer Paddle Screw,STIP,Parts,Envitech Limited,2SIEN1109.png
2SI/EN1/111,STIP Measuring Cell,STIP,Parts,Envitech Limited,2SIEN1111.png
2SI/EN1/211,STIP Reagent Valve,STIP,Parts,Envitech Limited,2SIEN1211.png
2SI/EN1/221,STIP Sensor wiring loom,STIP,Parts,Servitech,2SIEN1221.png
2SI/EN1/224,STIP Settling Chamber,STIP,Parts,Envitech Limited,2SIEN1224.png
2SI/EN1/231,Short fill probe for the STIP,STIP,Parts,Envitech Limited,2SIEN1231.png
2SI/EN1/232,Long fill probe for the STIP,STIP,Parts,Envitech Limited,2SIEN1232.png
2SI/EN1/236,Sealing grommets for filling points,STIP,Parts,Envitech Limited,2SIEN1236.png
2SI/EN1/239,Tank Filler Neck for container - black,STIP,Parts,Envitech Limited,2SIEN1239.png
2SI/EN1/240,Tank Filler Neck for container - red,STIP,Parts,Envitech Limited,2SIEN1240.png
2SI/EN1/251,STIP Buoy Data Cable,STIP,Parts,Envitech Limited,2SIEN1251.png
2SI/EN1/252,STIP Annaconda Data Cable,STIP,Parts,Envitech Limited,2SIEN1252.png
2SI/EN1/253,STIP Shortened Anaconda Data cable,STIP,Parts,Envitech Limited,2SIEN1253.png
2SI/EN1/256,STIP Threaded Shaft for Temperature Sensor,STIP,Parts,Envitech Limited,2SIEN1256.png
2SI/EN1/282,STIP Shortened Settling Chamber,STIP,Parts,Envitech Limited,2SIEN1282.png
2SI/EN1/283,O-ring for Settling Chamber (Both Standard and Shortened),STIP,Parts,Envitech Limited,2SIEN1283.png
2SI/EN1/284,Silicone tube for air valves (Pre-cut),STIP,Parts,Envitech Limited,2SIEN1284.png
2SI/EN1/285,STIP Airline Connector,STIP,Parts,Envitech Limited,2SIEN1285.png
2SI/EN1/286,STIP Top Can Sealent Ring Kit,STIP,Parts,Envitech Limited,2SIEN1286.png
2SI/EN1/288/EMU,STIP Disk Drive Emulator,STIP,Parts,,2SIEN1288EMU.png
2SI/EN1/289,STIP Aluminium Plates for Air Valves,STIP,Parts,Envitech Limited,2SIEN1289.png
2SI/EN1/290,Small Power supply 15v for PBS1 Controller (legacy),STIP,Parts,Envitech Limited,2SIEN1290.png
2SI/EN1/290/T,Power Supply Traco 15V DC for PBS transmitter,STIP,Parts,Envitech Limited,2SIEN1290T.png
2SI/EN1/292,STIP Can Thumb Screw M5x16,STIP,Parts,Envitech Limited,2SIEN1292.png
2SI/EN1/296,Power Cable Socket PBS1,STIP,Parts,Envitech Limited,2SIEN1296.png
2SI/EN1/300,STIP Anaconda Standard size with all internals,STIP,Parts,Envitech Limited,2SIEN1300.png
2SI/EN1/300/R,Refurbished STIP Anaconda Standard Size (Made to Order),STIP,Parts,Envitech Limited,2SIEN1300R.png
2SI/EN1/305,O-ring for Annaconda/Control Shaft,STIP,Parts,Envitech Limited,2SIEN1305.png
2SI/EN1/308,STIP Shortened Anaconda with all internals,STIP,Parts,Envitech Limited,2SIEN1308.png
2SI/EN1/314,STIP O-Ring for inside top bushing,STIP,Parts,Envitech Limited,2SIEN1314.png
2SI/EN1/316,STIP Power Cable for Anaconda,STIP,Parts,Envitech Limited,2SIEN1316.png
2SI/EN1/326,"Tube Bore 3.2mm Wall, 1.6mm EPDM- Air Supply Tank",STIP,Parts,Envitech Limited,2SIEN1326.png
2SI/EN1/331,STIP Collar Complete,STIP,Parts,Envitech Limited,2SIEN1331.png
2SI/EN1/332,STIP Controller Distribution Board,STIP,Parts,Envitech Limited,2SIEN1332.png
2SI/EN1/333,STIP Threaded Electrode adaptor,STIP,Parts,Envitech Limited,2SIEN1333.png
2SI/EN1/343,Aeration Valve Manifold Assembled,STIP,Parts,Envitech Limited,2SIEN1343.png
2SI/EN1/344,De-aeration valve manifold assembled,STIP,Parts,Envitech Limited,2SIEN1344.png
2SI/EN1/349,O-rings for Buoy Main Body (Acrylic),STIP,Parts,Envitech Limited,2SIEN1349.png
2SI/EN1/350,Cable with Temperature Switch,STIP,Parts,Envitech Limited,2SIEN1350.png
2SI/EN1/351,Dosing Tube with O-ring,STIP,Parts,Envitech Limited,2SIEN1351.png
2SI/EN1/352,Pressure Tester for STIP,STIP,Parts,Envitech Limited,2SIEN1352.png
2SI/EN1/354,O-Ring for top of steel shaft,STIP,Parts,Envitech Limited,2SIEN1354.png
2SI/EN1/374,Complete Steel Cover PBS,STIP,Parts,Envitech Limited,2SIEN1374.png
2SI/EN1/377,Anaconda Pipe holding ring,STIP,Parts,Envitech Limited,2SIEN1377.png
2SI/EN1/378,O-Ring for PBS Holding Ring,STIP,Parts,Envitech Limited,2SIEN1378.png
2SI/EN1/381,STIP Pole Brackets (Black Round Parts on Anaconda shaft),STIP,Parts,Envitech Limited,2SIEN1381.png
2SI/EN1/382,Tank Air Supply,STIP,Parts,Envitech Limited,2SIEN1382.png
2SI/EN1/383,STIP Buoy Power cable,STIP,Parts,Envitech Limited,2SIEN1383.png
2SI/EN1/387,STIP Reagent Valve Base,STIP,Parts,Envitech Limited,2SIEN1387.png
2SI/EN1/388,O-Ring for Air Valve/Dosing Valve,STIP,Parts,Envitech Limited,2SIEN1388.png
2SI/EN1/392,STIP Dosing Valve Manifold,STIP,Parts,Envitech Limited,2SIEN1392.png
2SI/EN1/393,STIP Buoy Temperature Sensor (PBS1+PBS3),STIP,Parts,Envitech Limited,2SIEN1393.png
2SI/EN1/394,STIP buoy tool replacement wire,STIP,Parts,Envitech Limited,2SIEN1394.png
2SI/EN1/400,O-Ring for dosing valve (Inner),STIP,Parts,Envitech Limited,2SIEN1400.png
2SI/EN1/401,O-ring for Stirrer Shaft,STIP,Parts,Envitech Limited,2SIEN1401.png
2SI/EN1/403,STIP O-ring for Electrodes (Ammonia and pH),STIP,Parts,Envitech Limited,2SIEN1403.png
2SI/EN1/404,O-Ring for Stoppers (2SI/EN1/021+022),STIP,Parts,Envitech Limited,2SIEN1404.png
2SI/EN1/405,Front Panel Display Assembly,STIP,Parts,Envitech Limited,2SIEN1405.png
2SI/EN1/405/R,Refurbished Front Panel Dispaly Assembly,STIP,,,2SIEN1405R.png
2SI/EN1/409,Buoy digiboard for PBS3,STIP,Parts,Envitech Limited,2SIEN1409.png
2SI/EN1/411,Anaconda Data Cable for PBS3,STIP,Parts,Envitech Limited,2SIEN1411.png
2SI/EN1/412,Anaconda power cable for PBS3,PBS3,Parts,Envitech Limited,2SIEN1412.png
2SI/EN1/415,USB for STIP Emulator,STIP,Parts,Envitech Limited,2SIEN1415.png
2SI/EN1/418,"Push Fit Connector PBS1 M6 x 1/8"" Threaded fitting",STIP,Parts,Envitech Limited,2SIEN1418.png
2SI/EN1/419,STIP Bushing for between Motor and Mixer,STIP,Parts,Envitech Limited,2SIEN1419.png
2SI/EN1/420,PBS3 Anaconda Data cable part 2 (wet-end),STIP,Parts,Envitech Limited,2SIEN1420.png
2SI/EN1/422,PBS3 Anaconda with all Cables and Tubing,PBS3,Parts,Envitech Limited,2SIEN1422.png
2SI/FI1/001,Filoseal+ 75-125mm Duct Sealing System,Pipework/Hose,Sealing,Filoform UK Ltd,2SIFI1001.png
2SI/FI1/002,Filoseal+ 150-200mm Duct Sealing System,Pipework/Hose,Sealing,Filoform UK Ltd,2SIFI1002.png
2SI/FLE/000,T1750 MDS PVC Suction Hose (Medium Duty) 25.4mm ID (per mtr),Other,,,2SIFLE000.png
2SI/FLE/001,Green Medium Duty PVC Suction Hose 32mm ID,Other,Parts,,2SIFLE001.png
2SI/FLO/009,"1mm Thick, Grade 316 S/Steel Filter Brackets",Filters,Flowtech,Flowtech Plastics Limited,2SIFLO009.png
2SI/FSC/000,PVC Armoured Cable 0.6/1kv to BS 5467 3 x 6mm2 Black,Cable /Cable Parts,FS Cables,FS Cables,2SIFSC000.png
2SI/FSC/001,2 x 2 x 22(7) Two Pair Data 22AWG Black SWA (metres) order only in 50m reels,Cable /Cable Parts,FS Cables,FS Cables,2SIFSC001.png
2SI/FSC/004,PVC Armoured Cable 0.6/1kv to BS 5467 3 x 2.5mm2 Black,Cable /Cable Parts,FS Cables,FS Cables,2SIFSC004.png
2SI/FSC/006,CW20s Gland Kit 9.5mm-15.9mm Nickel Plated Brass(Kits of 2),Cable /Cable Parts,FS Cables,FS Cables,2SIFSC006.png
2SI/FSC/009,PVC Armoured Cable 0.6/1kv to BS 5467 3x4mm2 Black,Cable /Cable Parts,FS Cables,FS Cables,2SIFSC009.png
2SI/FSC/011,PVC Armoured Cable 0.6/1kv to BS 5467 2x 1.5mm2 Black,Cable /Cable Parts,FS Cables,FS Cables,2SIFSC011.png
2SI/FSC/012,3 G 2.5mm2 BS 5467 Armoured Power 0.6/1kV Black PVC (per M),Cable /Cable Parts,FS Cables,FS Cables,2SIFSC012.png
2SI/GRU/001,Grundfos KP150 Pump (230v)  KP150 230v no Float Switch SKU 011H6000,Pumps,,,2SIGRU001.png
2SI/GRU/003,Grundfos KP250 Pump (230V) KP250 230v no Float Switch SKU 012H6000,Pumps,,,2SIGRU003.png
2SI/GRU/004,Grundfos KP250 Pump (110V),Pumps,,,2SIGRU004.png
2SI/GRU/005,Grundfos JP5 Sample Pump (230v),Pumps,,,2SIGRU005.png
2SI/GXE/009,Heater element (S.Steel) inc temp limiter and mounting plate,GXE,Samplers,GX Environmental Ltd,2SIGXE009.png
2SI/GXE/010,Metering vessel - borosilicate glass; 350ml for WS316 / 98,GXE,Samplers,GX Environmental Ltd,2SIGXE010.png
2SI/GXE/011,Frame for WS98 and bottler,GXE,Samplers,GX Environmental Ltd,2SIGXE011.png
2SI/GXE/012,Composite container 10.4 Litre round (PE) including lid,GXE,Samplers,GX Environmental Ltd,2SIGXE012.png
2SI/GXE/013,Composite container 12L rectangular,GXE,Samplers,GX Environmental Ltd,2SIGXE013.png
2SI/GXE/014,Swivel nut for metering head - WS312E Sampler,GXE,Samplers,GX Environmental Ltd,2SIGXE014.png
2SI/GXE/015,X-Ring gasket for metering vessel - WS312E,GXE,Samplers,GX Environmental Ltd,2SIGXE015.png
2SI/GXE/016,Spring protection for out let hose with XY Distributor WS312,GXE,Samplers,GX Environmental Ltd,2SIGXE016.png
2SI/GXE/017,Distance ring for motorised pinch valve - WS312E,GXE,Samplers,GX Environmental Ltd,2SIGXE017.png
2SI/GXE/018,WS312E Standard Vacuum Pump 230V 50Hz-0.8 to 1.0 Bar,Samplers,Samplers,GX Environmental Ltd,2SIGXE018.png
2SI/GXE/019,WS312E Heavy Duty Vaccum Pump - comes with Retrofit kit,GXE,Samplers,GX Environmental Ltd,2SIGXE019.png
2SI/GXE/020,PVC intake hose with x weave reinforcement (12mm) per meter,GXE,Samplers,GX Environmental Ltd,2SIGXE020.png
2SI/GXE/021,Swivel Handle for sampler chanber dorr - WS312E,GXE,,,2SIGXE021.png
2SI/GXE/022,"Complete Sample Chamber Lock, inc cover cap & screw",GXE,,,2SIGXE022.png
2SI/GXE/023,Pinch assembely for motorised pinch valve - WS98,GXE,Samplers,GX Environmental Ltd,2SIGXE023.png
2SI/GXE/028,"High-performance vacuum pump, 23v 50Hz",Samplers,,,2SIGXE028.png
2SI/GXE/029,"WS316 Metering Chamber, 350ml with GL25 and lateral GL32",Sampler,,,2SIGXE029.png
2SI/HL1/038,"Desiccant, 20x40mm probe, set of 2",Hach,Parts,Hach Lange UK Limited,2SIHL1038.png
2SI/HL1/039,"Set of Wiper Blades silicon, for SOLITAX (5 pieces)",Order Only,Seals/Wipers,Hach Lange UK Limited,2SIHL1039.png
2SI/HL1/039-A,"Wiper Blade silicon, for SOLITAX (1 piece)",Solitax,Parts,Hach Lange UK Limited,2SIHL1039-A.png
2SI/HS1/000,"1"" BSPP Female Swivel Straight (Coned) x 1"" Hose Tail 316 SS",Pumps,Hosetail,Hoseshop Ltd,2SIHS1000.png
2SI/HYD/000,FlexiLogger 105 (4G/Lithium),Hydrologic,Parts,HYDRO-LOGIC LTD,2SIHYD000.png
2SI/HYD/001,Flexilogger 105 Power Cable,Hydrologic,Parts,HYDRO-LOGIC LTD,2SIHYD001.png
2SI/HYD/002,Flexilogger USB Cable,Hydrologic,Parts,HYDRO-LOGIC LTD,2SIHYD002.png
2SI/HYD/003,FlexiLogger SIM card,Hydrologic,Parts,HYDRO-LOGIC LTD,2SIHYD003.png
2SI/IN1/000,Flow meter counter box with two displays,Flow,,Inter-Lec Limited,2SIIN1000.png
2SI/JOU/000,STIP Air Valve,STIP,Parts,Western Automation,2SIJOU000.png
2SI/KNF/001,"SPARES-KIT NPK09 replacement for ID# 032525, spares kit NPK09",S:CAN,Parts,KNF Neuberger UK Limited,2SIKNF001.png
2SI/KNF/002,NPK09 110V/50hz pump,S:CAN,Parts,KNF Neuberger UK Limited,2SIKNF002.png
2SI/LA!/589,,,,,2SILA!589.png
2SI/LA1/010,Filtrax Set of Wear Parts 1 Year,Filtrax,Parts,Hach Lange UK Limited,2SILA1010.png
2SI/LA1/028,AMTAX cleaning solution (250mL) Ammonium Online Analyser,Reagents,Reagent Kits,Hach,2SILA1028.png
2SI/LA1/031,AMTAX sc - Set of reagents (0.05-20 mg/l NH4-N),Reagents,Reagent Kits,Hach,2SILA1031.png
2SI/LA1/043,Replacement Sensor cap for process LDO1,LDO Probe,Parts,Hach Lange UK Limited,2SILA1043.png
2SI/LA1/044,sc-extension cable 30m,Hach,Parts,Hach Lange UK Limited,2SILA1044.png
2SI/LA1/046,sc-extension cable 20m,Hach,Parts,Hach Lange UK Limited,2SILA1046.png
2SI/LA1/048,Nitrate Standard Solution 50mg/l,Reagents,Reagent Kits,Hach,2SILA1048.png
2SI/LA1/049,Reagent Phosphax Online Analyser (0.05-15mg/l & 1-50mg/l),Reagents,Reagent Kits,Hach,2SILA1049.png
2SI/LA1/050,Phosphax Cleaning Solution SC (0.05-15mg/l & 1-50mg/l),Reagents,Reagent Kits,Hach,2SILA1050.png
2SI/LA1/051,Filtrax Set of tubes 1 year supply for Monitor,Filtrax,Parts,Hach Lange UK Limited,2SILA1051.png
2SI/LA1/052,Filtrax Filter Module,Filtrax,Parts,Hach Lange UK Limited,2SILA1052.png
2SI/LA1/059,sc-extension cable 10m,Hach,Parts,Hach Lange UK Limited,2SILA1059.png
2SI/LA1/060,sc-extension cable 5m,Hach,Parts,Hach Lange UK Limited,2SILA1060.png
2SI/LA1/065,Nitratax Probe Sealing Kit,Nitratax,Parts,Hach Lange UK Limited,2SILA1065.png
2SI/LA1/081,Amtax Stirrer Motor,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1081.png
2SI/LA1/083,Amtax Valve pump conversion kit,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1083.png
2SI/LA1/085,Amtax special electrode AMTAX sc,Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1085.png
2SI/LA1/094,TMS Replacement Membrane,TMS,Parts,Hach Lange UK Limited,2SILA1094.png
2SI/LA1/095,TMS Cleaning Vessel for Membranes,TMS,Parts,Hach Lange UK Limited,2SILA1095.png
2SI/LA1/096,"Phosphax Measuring cell sc MR:0,005-15mg/l",Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1096.png
2SI/LA1/099,"Phosphax LED Block PHOSPHAX sc 0,05-15mg/l",Amtax/Phosphax,Parts,Hach Lange UK Limited,2SILA1099.png
2SI/LA1/101-A,TMS Filter Probe O-ring,TMS Filter,,,2SILA1101-A.png
2SI/LA1/101/SS,TMS Filter Probe in Stainless Steel,TMS,Parts,Heritage Engineering,2SILA1101SS.png
2SI/LA1/102,Hach pHD DPD1P1.99 SC Online Process PH Sensor - General Purpose PH Sensor (Beige Probe) (Southern Water Pre-Approved),Instrument,Hach pH,Hach Lange UK Limited,2SILA1102.png
2SI/LA1/108,Filtrax Cleaning container for Filter Modules,Filtrax,Parts,Hach Lange UK Limited,2SILA1108.png
2SI/LA1/109,Cleaning Set Filtrax,Filtrax,Parts,Hach Lange UK Limited,2SILA1109.png
2SI/LA1/112,Sensor Cartridge for AN-ISE sc,AN-ISE,Parts,Hach Lange UK Limited,2SILA1112.png
